transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,payment_status
TXN-202545971,2026-04-01,2026,Q2,CC-600,Product & Design,Design Contractors,Design Pickle,4992.9,Cleared
TXN-202545972,2025-03-05,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Microsoft 365,34988.72,Settled
TXN-202545973,2025-07-02,2025,Q3,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,149710.01,Cleared
TXN-202545974,2026-01-15,2026,Q1,CC-300,Sales,Client Hospitality,OpenTable Concierge,2582.49,Settled
TXN-202545975,2026-05-21,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Getty Images,11939.67,Cleared
TXN-202545976,2025-09-03,2025,Q3,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,21380.78,Settled
TXN-202545977,2025-05-26,2025,Q2,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,11840.89,Settled
TXN-202545978,2025-05-03,2025,Q2,CC-300,Sales,Client Hospitality,Topgolf Events,1109.69,Settled
TXN-202545979,2025-02-17,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,9663.84,Settled
TXN-202545980,2025-08-22,2025,Q3,CC-300,Sales,Commissions & Incentives,CaptivateIQ,2260.99,Settled
TXN-202545981,2025-08-17,2025,Q3,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,33565.15,Settled
TXN-202545982,2025-05-16,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,47254.72,Settled
TXN-202545983,2025-05-16,2025,Q2,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,36258.81,Settled
TXN-202545984,2026-06-26,2026,Q2,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,9711.81,Settled
TXN-202545985,2026-04-25,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Freshdesk,7008.77,Settled
TXN-202545986,2025-06-04,2025,Q2,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,9222.72,Settled
TXN-202545987,2026-06-20,2026,Q2,CC-300,Sales,Travel & Entertainment,Marriott International,332.29,Settled
TXN-202545988,2026-02-19,2026,Q1,CC-600,Product & Design,Design Contractors,Toptal Design,13388.89,Cleared
TXN-202545989,2026-07-19,2026,Q3,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,33489.23,Settled
TXN-202545990,2025-11-26,2025,Q4,CC-300,Sales,Travel & Entertainment,United Airlines,1636.6,Audited
TXN-202545991,2025-02-28,2025,Q1,CC-300,Sales,Client Hospitality,OpenTable Concierge,4085.43,Cleared
TXN-202545992,2025-03-12,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze Analytics,8601.77,Settled
TXN-202545993,2025-12-29,2025,Q4,CC-300,Sales,Travel & Entertainment,Hilton Hotels,9627.79,Cleared
TXN-202545994,2026-04-15,2026,Q2,CC-400,Operations,Office Facilities & Lease,WeWork Management,13793.74,Settled
TXN-202545995,2025-01-17,2025,Q1,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,63465.57,Cleared
TXN-202545996,2026-04-02,2026,Q2,CC-400,Operations,Professional Services,McKinsey & Co,38430.32,Settled
TXN-202545997,2025-06-28,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,16476.22,Settled
TXN-202545998,2026-07-11,2026,Q3,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,80641.1,Settled
TXN-202545999,2025-12-27,2025,Q4,CC-500,Finance & Legal,Treasury & Bank Fees,Stripe Treasury,2778.75,Settled
TXN-202546000,2026-07-27,2026,Q3,CC-400,Operations,Logistics & Shipping,DHL Express,1711.91,Settled
TXN-202546001,2026-02-24,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,8605.02,Settled
TXN-202546002,2025-10-06,2025,Q4,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,40117.17,Cleared
TXN-202546003,2026-01-12,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian Jira,5229.15,Settled
TXN-202546004,2026-05-05,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,15860.84,Settled
TXN-202546005,2025-06-25,2025,Q2,CC-200,Marketing,Paid Performance Ads,TikTok Ads,58099.05,Audited
TXN-202546006,2025-07-25,2025,Q3,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,89643.38,Cleared
TXN-202546007,2026-03-08,2026,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,62621.6,Settled
TXN-202546008,2026-07-18,2026,Q3,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,36057.39,Settled
TXN-202546009,2026-06-30,2026,Q2,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,123791.38,Cleared
TXN-202546010,2025-02-06,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Cloudflare,89099.57,Settled
TXN-202546011,2025-12-01,2025,Q4,CC-600,Product & Design,Design Contractors,Design Pickle,9024.8,Settled
TXN-202546012,2025-12-09,2025,Q4,CC-400,Operations,SaaS Licenses & ERP,Workday Inc,34989.56,Settled
TXN-202546013,2025-10-29,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Cloudflare,31912.37,Settled
TXN-202546014,2025-01-30,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,9165.66,Settled
TXN-202546015,2026-07-24,2026,Q3,CC-400,Operations,Professional Services,McKinsey & Co,11199.84,Settled
TXN-202546016,2026-05-14,2026,Q2,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,11153.21,Settled
TXN-202546017,2026-06-03,2026,Q2,CC-400,Operations,Office Facilities & Lease,WeWork Management,74887.48,Audited
TXN-202546018,2026-07-27,2026,Q3,CC-200,Marketing,Content & SEO Agencies,Refine Labs,15711.84,Settled
TXN-202546019,2025-05-29,2025,Q2,CC-700,Customer Success,Ticketing & Support Tools,Zendesk Support,6859.48,Audited
TXN-202546020,2025-07-10,2025,Q3,CC-400,Operations,Logistics & Shipping,FedEx Corporate,9963.12,Settled
TXN-202546021,2026-02-06,2026,Q1,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,120344.42,Cleared
TXN-202546022,2026-04-29,2026,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,35572.07,Settled
TXN-202546023,2025-06-27,2025,Q2,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,1399.49,Cleared
TXN-202546024,2025-08-25,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,49022.07,Settled
TXN-202546025,2026-07-28,2026,Q3,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,13555.63,Settled
TXN-202546026,2025-01-22,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Cloudflare,88922.02,Cleared
TXN-202546027,2025-09-25,2025,Q3,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,22922.04,Settled
TXN-202546028,2026-07-14,2026,Q3,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,30277.72,Settled
TXN-202546029,2025-12-07,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,54225.65,Settled
TXN-202546030,2026-05-18,2026,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,2550.32,Settled
TXN-202546031,2026-05-26,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,30635.24,Settled
TXN-202546032,2026-06-21,2026,Q2,CC-600,Product & Design,Design Contractors,Design Pickle,7032.61,Settled
TXN-202546033,2025-02-15,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,19171.19,Audited
TXN-202546034,2025-03-07,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,8222.05,Settled
TXN-202546035,2025-08-06,2025,Q3,CC-700,Customer Success,Retention Swag & Gifting,Printfection,4517.21,Settled
TXN-202546036,2025-12-22,2025,Q4,CC-200,Marketing,Brand & Creative Assets,Getty Images,10939.47,Settled
TXN-202546037,2025-02-04,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,64731.57,Settled
TXN-202546038,2025-06-05,2025,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,47536.35,Settled
TXN-202546039,2026-04-07,2026,Q2,CC-300,Sales,Client Hospitality,OpenTable Concierge,3140.55,Settled
TXN-202546040,2025-01-23,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,27477.13,Cleared
TXN-202546041,2026-03-07,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,28221.52,Settled
TXN-202546042,2026-02-20,2026,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,124041.98,Settled
TXN-202546043,2025-07-30,2025,Q3,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,20239.15,Cleared
TXN-202546044,2026-04-28,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,85336.27,Settled
TXN-202546045,2026-03-05,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,7871.89,Settled
TXN-202546046,2025-09-24,2025,Q3,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,41663.87,Settled
TXN-202546047,2026-01-01,2026,Q1,CC-600,Product & Design,Prototyping Software,Figma Inc,2078.21,Cleared
TXN-202546048,2025-04-05,2025,Q2,CC-100,Engineering,DevOps Tooling,Docker Inc,12232.04,Cleared
TXN-202546049,2025-11-11,2025,Q4,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,11542.09,Cleared
TXN-202546050,2026-04-03,2026,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,66572.98,Audited
TXN-202546051,2025-09-01,2025,Q3,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,77626.59,Settled
TXN-202546052,2026-03-17,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshdesk,9659.9,Settled
TXN-202546053,2026-07-08,2026,Q3,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,157445.33,Settled
TXN-202546054,2025-04-23,2025,Q2,CC-100,Engineering,DevOps Tooling,Docker Inc,5722.52,Cleared
TXN-202546055,2026-03-22,2026,Q1,CC-300,Sales,Client Hospitality,Topgolf Events,3668.1,Settled
TXN-202546056,2026-06-18,2026,Q2,CC-400,Operations,Professional Services,Accenture Strategy,77009.26,Settled
TXN-202546057,2026-02-05,2026,Q1,CC-700,Customer Success,Retention Swag & Gifting,SnackNation,3439.45,Settled
TXN-202546058,2025-05-11,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Notion Labs,2892.12,Settled
TXN-202546059,2025-07-23,2025,Q3,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,3759.21,Settled
TXN-202546060,2025-12-19,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Semrush,16119.63,Settled
TXN-202546061,2026-03-06,2026,Q1,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,2670.13,Settled
TXN-202546062,2025-04-30,2025,Q2,CC-300,Sales,CRM & Enablement Software,Gong.io,27789.68,Audited
TXN-202546063,2025-09-19,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,35514.43,Settled
TXN-202546064,2025-05-03,2025,Q2,CC-300,Sales,Commissions & Incentives,CaptivateIQ,20737.08,Settled
TXN-202546065,2026-04-03,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,68218.35,Settled
TXN-202546066,2026-06-09,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,82223.49,Settled
TXN-202546067,2025-05-05,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,64736.59,Cleared
TXN-202546068,2026-04-01,2026,Q2,CC-200,Marketing,Paid Performance Ads,TikTok Ads,80640.14,Cleared
TXN-202546069,2025-05-23,2025,Q2,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,20413.59,Cleared
TXN-202546070,2025-05-01,2025,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,13519.08,Settled
TXN-202546071,2025-06-03,2025,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,167082.54,Settled
TXN-202546072,2025-03-07,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,37461.82,Settled
TXN-202546073,2025-09-07,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Cloudflare,11151.24,Settled
TXN-202546074,2026-02-05,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian Jira,8170.71,Settled
TXN-202546075,2026-03-25,2026,Q1,CC-400,Operations,Professional Services,McKinsey & Co,84455.49,Settled
TXN-202546076,2025-12-10,2025,Q4,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,27578.03,Cleared
TXN-202546077,2026-05-07,2026,Q2,CC-200,Marketing,Content & SEO Agencies,Refine Labs,8736.54,Audited
TXN-202546078,2026-07-26,2026,Q3,CC-300,Sales,Client Hospitality,Topgolf Events,1386.39,Cleared
TXN-202546079,2026-01-22,2026,Q1,CC-400,Operations,Logistics & Shipping,DHL Express,7797.23,Settled
TXN-202546080,2025-04-14,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,86207.94,Settled
TXN-202546081,2025-08-20,2025,Q3,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,2852.07,Settled
TXN-202546082,2026-07-20,2026,Q3,CC-700,Customer Success,Customer Advisory Board,Ritz-Carlton Conference Suites,3853.82,Cleared
TXN-202546083,2025-06-10,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,15639.79,Cleared
TXN-202546084,2025-09-12,2025,Q3,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,2145.44,Settled
TXN-202546085,2025-07-25,2025,Q3,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,8108.45,Settled
TXN-202546086,2026-07-08,2026,Q3,CC-100,Engineering,DevOps Tooling,Sentry,8019.83,Cleared
TXN-202546087,2025-01-29,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Getty Images,13511.79,Cleared
TXN-202546088,2026-05-30,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Gusto Enterprise,2969.31,Audited
TXN-202546089,2026-02-12,2026,Q1,CC-300,Sales,Travel & Entertainment,Delta Airlines,578.18,Settled
TXN-202546090,2025-06-03,2025,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,56859.03,Settled
TXN-202546091,2025-01-24,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,1679.69,Settled
TXN-202546092,2026-06-10,2026,Q2,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,13248.98,Cleared
TXN-202546093,2025-03-09,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,7492.28,Settled
TXN-202546094,2026-05-02,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Gusto Enterprise,8147.15,Cleared
TXN-202546095,2025-01-01,2025,Q1,CC-300,Sales,Commissions & Incentives,CaptivateIQ,23580.67,Cleared
TXN-202546096,2025-07-25,2025,Q3,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,9992.43,Cleared
TXN-202546097,2026-04-15,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Getty Images,5335.59,Cleared
TXN-202546098,2026-01-24,2026,Q1,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,4467.91,Settled
TXN-202546099,2025-02-04,2025,Q1,CC-400,Operations,Office Facilities & Lease,WeWork Management,39071.6,Settled
TXN-202546100,2025-12-11,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,25837.18,Settled
TXN-202546101,2025-06-22,2025,Q2,CC-200,Marketing,Paid Performance Ads,Meta For Business,87584.55,Cleared
TXN-202546102,2026-07-03,2026,Q3,CC-200,Marketing,Content & SEO Agencies,Refine Labs,8684.05,Cleared
TXN-202546103,2026-01-06,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshdesk,8115.1,Settled
TXN-202546104,2026-02-09,2026,Q1,CC-200,Marketing,Content & SEO Agencies,Semrush,4001.65,Settled
TXN-202546105,2025-10-04,2025,Q4,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,139979.93,Cleared
TXN-202546106,2025-02-27,2025,Q1,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,53432.15,Settled
TXN-202546107,2026-02-10,2026,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,111705.2,Settled
TXN-202546108,2025-05-05,2025,Q2,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,33108.46,Settled
TXN-202546109,2026-02-22,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,8322.84,Settled
TXN-202546110,2026-05-06,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,52582.68,Settled
TXN-202546111,2025-12-16,2025,Q4,CC-100,Engineering,DevOps Tooling,Sentry,12051.86,Settled
TXN-202546112,2025-01-02,2025,Q1,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,64328.95,Settled
TXN-202546113,2026-01-06,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Getty Images,3939.47,Settled
TXN-202546114,2025-08-31,2025,Q3,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,890.91,Settled
TXN-202546115,2025-01-30,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,7883.39,Settled
TXN-202546116,2025-12-03,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,51650.26,Cleared
TXN-202546117,2026-07-18,2026,Q3,CC-400,Operations,Professional Services,Accenture Strategy,43580.15,Cleared
TXN-202546118,2026-01-19,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Latham & Watkins LLP,12325.51,Settled
TXN-202546119,2025-04-25,2025,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,12626.05,Cleared
TXN-202546120,2025-05-21,2025,Q2,CC-200,Marketing,Brand & Creative Assets,Figma Inc,8148.75,Settled
TXN-202546121,2025-09-06,2025,Q3,CC-400,Operations,SaaS Licenses & ERP,Notion Labs,35786.18,Cleared
TXN-202546122,2026-03-15,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,14216.51,Settled
TXN-202546123,2025-03-31,2025,Q1,CC-600,Product & Design,Design Contractors,Superside Agency,9837.81,Settled
TXN-202546124,2026-05-17,2026,Q2,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,63597.7,Settled
TXN-202546125,2025-05-29,2025,Q2,CC-300,Sales,Client Hospitality,OpenTable Concierge,2428.33,Cleared
TXN-202546126,2025-09-11,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,70363.37,Settled
TXN-202546127,2025-06-16,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,24143.39,Settled
TXN-202546128,2025-07-11,2025,Q3,CC-700,Customer Success,Ticketing & Support Tools,Intercom Systems,6516.32,Settled
TXN-202546129,2026-02-27,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Microsoft 365,38440.67,Settled
TXN-202546130,2026-07-21,2026,Q3,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,13150.07,Settled
TXN-202546131,2025-03-19,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,3528.32,Settled
TXN-202546132,2026-07-16,2026,Q3,CC-300,Sales,Travel & Entertainment,Delta Airlines,7832.56,Cleared
TXN-202546133,2025-08-25,2025,Q3,CC-700,Customer Success,Customer Advisory Board,Ritz-Carlton Conference Suites,13088.89,Audited
TXN-202546134,2025-08-18,2025,Q3,CC-400,Operations,Professional Services,McKinsey & Co,86915.88,Cleared
TXN-202546135,2025-04-26,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,74389.94,Settled
TXN-202546136,2025-07-25,2025,Q3,CC-200,Marketing,Paid Performance Ads,Meta For Business,105355.34,Settled
TXN-202546137,2026-04-28,2026,Q2,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,23021.1,Settled
TXN-202546138,2025-06-23,2025,Q2,CC-600,Product & Design,Prototyping Software,InVision App,3181.04,Settled
TXN-202546139,2025-02-10,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,36652.38,Settled
TXN-202546140,2025-03-31,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Notion Labs,15592.81,Settled
TXN-202546141,2025-12-17,2025,Q4,CC-100,Engineering,DevOps Tooling,Sentry,13647.36,Audited
TXN-202546142,2026-04-26,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,12059.6,Settled
TXN-202546143,2025-07-09,2025,Q3,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,14914.0,Settled
TXN-202546144,2025-06-05,2025,Q2,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,3546.04,Settled
TXN-202546145,2025-02-11,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,61627.81,Settled
TXN-202546146,2025-03-15,2025,Q1,CC-200,Marketing,Paid Performance Ads,TikTok Ads,134677.02,Settled
TXN-202546147,2025-08-01,2025,Q3,CC-300,Sales,Travel & Entertainment,Uber for Business,4336.65,Cleared
TXN-202546148,2025-09-26,2025,Q3,CC-400,Operations,Professional Services,Accenture Strategy,54472.78,Settled
TXN-202546149,2025-04-14,2025,Q2,CC-300,Sales,Client Hospitality,Topgolf Events,1457.97,Settled
TXN-202546150,2025-08-06,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Cloudflare,76756.9,Cleared
TXN-202546151,2026-05-19,2026,Q2,CC-300,Sales,Travel & Entertainment,Marriott International,5435.04,Cleared
TXN-202546152,2026-04-28,2026,Q2,CC-600,Product & Design,Prototyping Software,InVision App,1983.59,Cleared
TXN-202546153,2025-09-06,2025,Q3,CC-500,Finance & Legal,Treasury & Bank Fees,Stripe Treasury,4013.72,Settled
TXN-202546154,2025-03-22,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,10081.51,Settled
TXN-202546155,2026-06-08,2026,Q2,CC-700,Customer Success,Customer Advisory Board,Ritz-Carlton Conference Suites,22516.54,Settled
TXN-202546156,2025-08-22,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,93258.13,Settled
TXN-202546157,2025-01-18,2025,Q1,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,30914.08,Cleared
TXN-202546158,2025-09-19,2025,Q3,CC-400,Operations,SaaS Licenses & ERP,Notion Labs,44378.45,Settled
TXN-202546159,2026-04-12,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,6316.66,Settled
TXN-202546160,2025-06-21,2025,Q2,CC-700,Customer Success,Customer Advisory Board,Ritz-Carlton Conference Suites,29018.33,Settled
TXN-202546161,2026-04-22,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,74095.92,Cleared
TXN-202546162,2026-05-11,2026,Q2,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,18491.12,Settled
TXN-202546163,2026-06-03,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,19314.27,Cleared
TXN-202546164,2026-05-22,2026,Q2,CC-200,Marketing,Paid Performance Ads,Google Ads,10106.28,Settled
TXN-202546165,2026-06-27,2026,Q2,CC-300,Sales,CRM & Enablement Software,Gong.io,23320.72,Audited
TXN-202546166,2025-01-06,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,124117.17,Cleared
TXN-202546167,2026-01-13,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,84288.4,Cleared
TXN-202546168,2025-04-21,2025,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,1262.8,Settled
TXN-202546169,2026-07-20,2026,Q3,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,27242.38,Settled
TXN-202546170,2025-02-11,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,7092.1,Settled
TXN-202546171,2025-03-26,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,33915.88,Settled
TXN-202546172,2026-02-04,2026,Q1,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,33818.74,Settled
TXN-202546173,2025-04-01,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Semrush,4156.64,Settled
TXN-202546174,2025-06-28,2025,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,27350.27,Cleared
TXN-202546175,2025-06-12,2025,Q2,CC-400,Operations,Logistics & Shipping,UPS Supply Chain,963.88,Settled
TXN-202546176,2025-11-20,2025,Q4,CC-700,Customer Success,Ticketing & Support Tools,Zendesk Support,16631.66,Settled
TXN-202546177,2025-12-16,2025,Q4,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,65402.88,Settled
TXN-202546178,2026-02-16,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,11336.17,Settled
TXN-202546179,2025-02-25,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,45901.99,Audited
TXN-202546180,2026-04-09,2026,Q2,CC-700,Customer Success,Customer Advisory Board,Ritz-Carlton Conference Suites,16878.36,Cleared
TXN-202546181,2025-03-05,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,6150.92,Cleared
TXN-202546182,2025-05-02,2025,Q2,CC-200,Marketing,Events & Sponsorships,Web Summit,23701.28,Cleared
TXN-202546183,2025-11-05,2025,Q4,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,90636.71,Settled
TXN-202546184,2026-03-19,2026,Q1,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,74599.82,Settled
TXN-202546185,2025-08-02,2025,Q3,CC-400,Operations,Professional Services,Accenture Strategy,11459.52,Settled
TXN-202546186,2026-02-28,2026,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,3803.44,Settled
TXN-202546187,2025-11-20,2025,Q4,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,25537.96,Cleared
TXN-202546188,2025-01-20,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong.io,31311.94,Settled
TXN-202546189,2025-04-18,2025,Q2,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,18605.08,Settled
TXN-202546190,2025-08-11,2025,Q3,CC-200,Marketing,Paid Performance Ads,Google Ads,24739.6,Cleared
TXN-202546191,2026-03-20,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,5626.49,Settled
TXN-202546192,2025-01-20,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,31644.64,Settled
TXN-202546193,2025-09-28,2025,Q3,CC-400,Operations,Professional Services,McKinsey & Co,28494.03,Settled
TXN-202546194,2025-02-20,2025,Q1,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,15375.43,Cleared
TXN-202546195,2026-02-05,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,40046.2,Settled
TXN-202546196,2025-03-21,2025,Q1,CC-400,Operations,Office Facilities & Lease,CBRE Property Management,21104.57,Settled
TXN-202546197,2025-11-28,2025,Q4,CC-600,Product & Design,Design Contractors,Design Pickle,6101.09,Cleared
TXN-202546198,2025-08-01,2025,Q3,CC-300,Sales,Client Hospitality,OpenTable Concierge,1195.53,Audited
TXN-202546199,2025-11-15,2025,Q4,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,56018.88,Settled
TXN-202546200,2025-06-07,2025,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,1472.39,Settled
